Unnamed: 0,Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C)
113,1670982429.316,82.8,15.6,0.0,94,61,68
114,1670982459.354,80.8,16.4,0.0,94,64,68
115,1670982489.382,87.3,16.4,0.0,92,62,68
116,1670982519.412,87.3,16.4,0.0,96,60,68
117,1670982549.46,87.4,16.4,0.0,97,69,67
118,1670982579.478,87.5,16.4,0.0,96,62,67
119,1670982609.507,87.5,16.4,0.0,95,66,67
120,1670982639.536,87.5,16.4,0.0,94,59,66
121,1670982669.565,87.4,16.4,0.0,96,63,67
122,1670982699.594,87.3,16.4,0.0,94,64,67
123,1670982729.623,87.4,16.4,0.0,96,69,67
124,1670982759.652,87.4,16.4,0.0,95,59,67
125,1670982789.688,87.4,16.4,0.0,94,65,67
126,1670982819.717,87.3,16.4,0.0,93,64,67
127,1670982849.746,87.4,16.4,0.0,94,64,67
128,1670982879.778,87.5,16.4,0.0,95,65,67
129,1670982909.807,87.4,16.4,0.0,97,64,67
130,1670982939.835,87.4,16.4,0.0,94,63,67
131,1670982969.872,87.3,16.4,0.0,95,66,67
132,1670982999.901,87.4,16.4,0.0,93,64,67
133,1670983029.932,87.2,16.4,0.0,97,68,67
134,1670983059.965,87.3,16.4,0.0,93,57,67
135,1670983089.994,87.5,16.4,0.0,93,62,67
136,1670983120.023,87.4,16.4,0.0,93,64,67
137,1670983150.052,87.4,16.4,0.0,97,68,67
138,1670983180.081,87.4,16.4,0.0,94,59,66
139,1670983210.11,87.4,16.4,0.0,94,64,67
140,1670983240.139,87.4,16.4,0.0,91,60,67
141,1670983270.168,87.2,16.4,0.0,94,64,67
142,1670983300.198,87.4,16.4,0.0,94,65,67
143,1670983330.23,87.3,16.4,0.0,93,64,67
144,1670983360.259,87.3,16.4,0.0,97,69,67
145,1670983390.287,87.2,16.4,0.0,96,59,67
146,1670983420.321,87.3,16.4,0.0,95,65,67
147,1670983450.349,87.4,16.4,0.0,92,61,67
148,1670983480.386,87.5,16.4,0.0,96,61,67
149,1670983510.423,87.4,16.4,0.0,93,64,67
150,1670983540.452,87.3,16.4,0.0,93,64,67
151,1670983570.481,87.4,16.4,0.0,96,60,67
152,1670983600.51,87.4,16.4,0.0,94,64,67
153,1670983630.539,87.3,16.4,0.0,92,61,68
154,1670983660.568,87.5,16.4,0.0,95,66,67
155,1670983690.597,87.4,16.4,0.0,96,62,67
156,1670983720.626,87.4,16.4,0.0,96,69,67
157,1670983750.656,87.3,16.4,0.0,96,60,67
158,1670983780.69,87.4,16.4,0.0,96,67,67
159,1670983810.719,87.3,16.4,0.0,96,59,67
160,1670983840.747,87.2,16.4,0.0,95,65,67
161,1670983870.775,87.3,16.4,0.0,96,63,67
162,1670983900.811,87.4,16.4,0.0,92,63,67
163,1670983930.839,87.4,16.4,0.0,93,62,67
164,1670983960.87,87.3,16.4,0.0,93,62,67
165,1670983990.902,87.3,16.4,0.0,94,64,67
166,1670984020.931,87.3,16.4,0.0,96,68,67
167,1670984050.96,85.5,16.9,0.0,96,60,67
168,1670984080.989,87.7,16.9,0.0,96,68,67
169,1670984111.026,87.8,16.9,0.0,95,59,66
170,1670984141.055,87.7,16.9,0.0,95,66,66
171,1670984171.084,87.7,16.9,0.0,96,60,66
172,1670984201.113,87.7,16.9,0.0,96,68,66
173,1670984231.143,87.5,16.9,0.0,93,60,66
174,1670984261.178,87.5,16.9,0.0,94,65,67
175,1670984291.207,87.5,17.0,0.0,94,60,67
176,1670984321.236,87.5,17.0,0.0,90,60,66
177,1670984351.265,87.6,17.1,0.0,88,61,66
178,1670984381.294,87.4,17.1,0.0,96,67,66
179,1670984411.323,87.5,17.2,0.0,93,58,66
181,1670985411.092,88.2,13.6,0.0,0,0,29
182,1670985441.123,86.3,14.2,0.0,96,61,44
183,1670985471.163,86.6,14.2,0.0,94,65,51
184,1670985501.186,86.3,14.2,0.0,95,66,55
185,1670985531.215,86.0,14.2,0.0,93,64,58
186,1670985561.244,86.2,14.2,0.0,96,62,61
187,1670985591.277,86.4,14.2,0.0,94,62,62
188,1670985621.305,86.3,14.2,0.0,97,68,63
189,1670985651.335,86.2,14.2,0.0,94,64,65
190,1670985681.367,86.1,14.2,0.0,96,61,65
191,1670985711.395,86.2,14.2,0.0,94,62,66
192,1670985741.424,86.3,14.2,0.0,97,68,66
193,1670985771.453,86.2,14.2,0.0,92,64,66
194,1670985801.487,86.2,14.2,0.0,94,64,67
195,1670985831.516,86.3,14.2,0.0,93,62,67
196,1670985861.545,86.2,14.2,0.0,7,0,64
197,1670985891.573,84.9,14.6,0.0,93,64,67
198,1670985921.607,86.6,14.6,0.0,94,65,67
199,1670985951.636,86.3,14.6,0.0,94,64,66
200,1670985981.666,80.1,14.7,0.0,97,69,67
201,1670986011.703,82.7,15.3,0.0,97,68,67
202,1670986041.723,86.8,15.3,0.0,95,66,67
203,1670986071.774,86.9,15.4,0.0,97,68,67
204,1670986101.79,86.9,15.4,0.0,95,66,66
205,1670986131.819,86.9,15.4,0.0,97,67,66
206,1670986161.848,86.8,15.5,0.0,94,64,67
207,1670986191.877,86.8,15.6,0.0,96,66,68
208,1670986221.906,86.5,15.6,0.0,96,65,68
209,1670986251.935,70.7,13.2,0.0,97,65,68
210,1670986281.964,70.4,13.2,0.0,96,66,69
211,1670986312.002,70.6,13.2,0.0,0,0,60
212,1670986342.036,70.5,13.2,0.0,97,66,69
213,1670986372.074,71.4,14.1,0.0,95,66,69
214,1670986402.095,78.9,14.1,0.0,94,60,69
215,1670986432.124,86.3,14.1,0.0,96,63,69
216,1670986462.153,85.9,14.1,0.0,95,63,69
217,1670986492.182,86.2,14.1,0.0,97,69,69
218,1670986522.217,86.1,14.1,0.0,94,65,68
219,1670986552.246,86.2,14.1,0.0,93,64,69
220,1670986582.275,86.1,14.1,0.0,97,60,69
221,1670986612.312,86.2,14.1,0.0,97,60,68
222,1670986642.347,86.2,14.1,0.0,95,63,69
223,1670986672.385,86.3,14.1,0.0,96,66,69
224,1670986702.414,86.2,14.1,0.0,94,64,69
225,1670986732.443,76.2,14.9,0.0,94,63,69
226,1670986762.476,86.6,14.8,0.0,95,66,67
227,1670986792.505,86.8,14.8,0.0,97,67,68
228,1670986822.539,86.8,14.8,0.0,96,66,68
229,1670986852.569,86.6,14.8,0.0,97,69,68
230,1670986882.606,86.4,14.8,0.0,96,66,68
231,1670986912.635,86.5,14.8,0.0,95,66,68
232,1670986942.664,76.2,15.7,0.0,95,65,68
233,1670986972.693,86.0,15.6,0.0,94,64,69
234,1670987002.722,87.0,15.6,0.0,95,65,68
235,1670987032.751,86.8,15.6,0.0,94,64,68
236,1670987062.791,85.2,16.1,0.0,94,65,68
237,1670987092.809,87.5,16.1,0.0,96,67,68
238,1670987122.838,87.5,16.1,0.0,94,65,68
239,1670987152.867,87.3,16.1,0.0,95,66,67
240,1670987182.896,87.2,16.1,0.0,94,65,67
241,1670987212.925,87.2,16.1,0.0,94,62,67
242,1670987242.954,87.2,16.1,0.0,95,66,67
243,1670987272.982,87.4,16.1,0.0,94,62,67
244,1670987303.011,87.4,16.1,0.0,97,68,67
245,1670987333.04,87.3,16.2,0.0,94,64,67
246,1670987363.069,87.1,16.2,0.0,94,65,67
247,1670987393.098,87.3,16.3,0.0,94,61,67
248,1670987423.127,87.2,16.3,0.0,97,60,66
249,1670987453.162,87.2,16.4,0.0,94,63,67
250,1670987483.198,87.2,16.4,0.0,93,64,67
251,1670987513.226,79.4,14.0,0.0,95,65,67
252,1670987543.263,71.0,14.0,0.0,97,67,69
253,1670987573.292,70.9,14.0,0.0,97,62,70
254,1670987603.321,70.8,14.0,0.0,94,65,69
255,1670987633.352,70.5,14.0,0.0,97,69,70
256,1670987663.388,70.8,14.0,0.0,94,62,70
257,1670987693.417,71.0,14.0,0.0,95,65,70
258,1670987723.454,71.0,14.0,0.0,95,63,70
259,1670987753.483,70.9,14.0,0.0,95,59,70
260,1670987783.512,70.8,14.0,0.0,95,65,69
261,1670987813.546,67.7,14.0,0.0,97,66,70
262,1670987843.579,64.2,14.8,0.0,94,63,70
263,1670987873.608,71.3,14.8,0.0,97,66,69
264,1670987903.637,71.1,14.8,0.0,97,68,69
265,1670987933.666,72.7,15.6,0.0,95,65,69
266,1670987963.695,78.7,15.6,0.0,96,62,68
267,1670987993.724,87.0,15.6,0.0,97,59,68
268,1670988023.753,86.9,15.6,0.0,94,65,67
269,1670988053.781,86.6,15.6,0.0,94,61,67
270,1670988083.81,86.9,15.6,0.0,94,59,68
271,1670988113.839,86.8,15.6,0.0,96,61,68
272,1670988143.868,87.0,15.6,0.0,96,60,68
273,1670988173.897,86.9,15.6,0.0,94,65,68
274,1670988203.934,86.9,15.6,0.0,94,64,68
275,1670988233.963,86.7,15.6,0.0,97,68,68
276,1670988263.992,86.8,15.6,0.0,95,66,68
277,1670988294.021,86.8,15.6,0.0,96,60,68
278,1670988324.05,86.9,15.6,0.0,94,64,68
279,1670988354.078,86.8,15.6,0.0,94,59,68
280,1670988384.107,86.9,15.6,0.0,93,64,68
281,1670988414.138,86.9,15.6,0.0,95,66,68
282,1670988444.167,86.9,15.6,0.0,96,68,69
283,1670988474.195,87.0,15.6,0.0,94,62,69
284,1670988504.224,87.0,15.6,0.0,97,61,68
285,1670988534.252,86.8,15.6,0.0,96,60,68
286,1670988564.29,86.7,15.6,0.0,96,63,69
287,1670988594.319,86.8,15.6,0.0,96,62,69
288,1670988624.348,86.7,15.6,0.0,93,64,69
289,1670988654.377,86.8,15.6,0.0,94,64,68
290,1670988684.404,86.9,15.6,0.0,94,65,69
291,1670988714.441,86.6,15.6,0.0,97,69,68
292,1670988744.47,86.7,15.6,0.0,95,66,69
293,1670988774.508,86.7,15.6,0.0,96,62,68
294,1670988804.542,86.8,15.6,0.0,93,64,68
295,1670988834.579,86.8,15.6,0.0,87,60,68
296,1670988864.608,86.8,15.6,0.0,93,64,69
297,1670988894.636,86.8,15.6,0.0,94,65,68
298,1670988924.666,86.8,15.6,0.0,93,64,69
299,1670988954.695,86.9,15.6,0.0,93,62,68
300,1670988984.724,86.9,15.6,0.0,95,65,68
301,1670989014.753,86.9,15.6,0.0,97,60,69
302,1670989044.782,87.0,15.6,0.0,93,60,68
303,1670989074.812,86.8,15.6,0.0,92,63,68
304,1670989104.841,86.9,15.6,0.0,96,67,68
305,1670989134.87,86.8,15.6,0.0,96,67,68
306,1670989164.907,86.7,15.6,0.0,96,61,68
307,1670989194.935,86.9,15.6,0.0,94,64,68
308,1670989224.964,86.8,15.6,0.0,90,63,67
309,1670989254.993,86.9,15.6,0.0,96,67,68
310,1670989285.021,86.7,15.6,0.0,96,66,67
311,1670989315.059,86.7,15.6,0.0,93,64,67
312,1670989345.087,86.9,15.6,0.0,94,62,67
313,1670989375.116,86.7,15.6,0.0,96,60,67
314,1670989405.152,86.9,15.6,0.0,94,60,68
315,1670989435.181,86.5,15.6,0.0,96,63,68
316,1670989465.218,86.6,15.6,0.0,94,62,68
317,1670989495.247,86.9,15.6,0.0,97,63,68
318,1670989525.276,86.6,15.6,0.0,94,64,68
319,1670989555.305,87.0,15.6,0.0,95,65,68
320,1670989585.334,86.8,15.6,0.0,95,66,68
321,1670989615.363,86.8,15.6,0.0,96,68,69
322,1670989645.394,86.8,15.6,0.0,93,63,68
323,1670989675.423,85.2,15.6,0.0,97,60,68
324,1670989705.452,78.4,16.4,0.0,95,63,69
325,1670989735.49,87.2,16.4,0.0,94,61,67
326,1670989765.519,87.2,16.4,0.0,93,64,67
327,1670989795.548,87.4,16.4,0.0,94,62,67
328,1670989825.577,87.1,16.4,0.0,97,62,67
329,1670989855.607,85.8,16.9,0.0,95,63,66
330,1670989885.636,87.7,16.9,0.0,93,62,66
331,1670989915.665,87.7,16.9,0.0,94,62,66
332,1670989945.694,87.5,16.9,0.0,94,62,67
333,1670989975.732,87.6,16.9,0.0,96,60,67
334,1670990005.762,87.7,16.9,0.0,96,60,67
335,1670990035.791,87.8,16.9,0.0,94,64,67
336,1670990065.819,87.6,16.9,0.0,94,65,67
337,1670990095.857,87.7,17.0,0.0,92,64,67
338,1670990125.886,87.6,17.1,0.0,95,66,67
339,1670990155.914,87.7,17.1,0.0,96,67,67
340,1670990185.943,87.7,17.2,0.0,95,67,67
341,1670990215.973,84.7,14.8,0.0,93,64,67
342,1670990246.002,71.1,14.8,0.0,96,64,68
343,1670990276.034,71.3,14.8,0.0,94,62,69
344,1670990306.067,71.2,14.8,0.0,96,62,70
345,1670990336.102,71.2,14.8,0.0,95,64,70
346,1670990366.138,71.0,14.8,0.0,95,63,69
347,1670990396.169,71.2,14.8,0.0,94,62,68
348,1670990426.198,69.5,15.2,0.0,95,66,68
349,1670990456.227,73.7,15.5,0.0,94,59,68
350,1670990486.255,79.9,15.9,0.0,93,63,68
351,1670990516.296,79.0,16.3,0.0,89,62,68
352,1670990546.314,75.1,15.2,0.0,93,61,68
353,1670990576.343,71.5,15.2,0.0,94,59,68
354,1670990606.372,71.3,15.3,0.0,94,64,67
355,1670990636.4,71.5,15.3,0.0,95,65,68
356,1670990666.438,71.4,15.4,0.0,94,60,68
357,1670990696.467,71.6,15.4,0.0,93,64,68
358,1670990726.496,71.3,15.5,0.0,96,59,67
359,1670990756.524,69.9,13.1,0.0,97,64,68
360,1670990786.554,55.2,13.1,0.0,99,62,68
361,1670990816.582,55.0,13.1,0.0,96,66,68
362,1670990846.625,55.1,13.1,0.0,96,64,68
363,1670990876.639,63.5,13.8,0.0,96,66,68
364,1670990906.668,65.7,14.3,0.0,96,59,68
365,1670990936.697,65.5,14.8,0.0,96,66,67
366,1670990966.725,65.5,15.4,0.0,96,64,69
367,1670990996.754,65.5,15.7,0.0,97,66,69
368,1670991026.783,65.5,15.7,0.0,92,57,69
369,1670991056.818,61.5,13.6,0.0,97,67,70
370,1670991086.848,65.5,14.1,0.0,97,63,69
371,1670991116.877,65.3,14.7,0.0,97,68,70
372,1670991146.906,65.5,15.2,0.0,91,63,70
373,1670991176.935,65.7,15.7,0.0,99,63,69
374,1670991206.964,61.5,13.6,0.0,98,65,69
375,1670991236.992,55.5,13.6,0.0,97,66,70
376,1670991267.02,65.6,14.8,0.0,97,63,69
377,1670991297.049,84.9,16.7,0.0,95,63,69
378,1670991327.087,85.7,18.4,0.0,93,65,69
379,1670991357.114,87.2,20.0,0.0,92,58,68
380,1670991387.143,87.3,21.7,0.0,95,65,68
381,1670991417.172,88.4,22.0,0.0,96,67,68
382,1670991447.201,70.7,14.2,0.0,94,66,68
383,1670991477.23,55.7,14.3,0.0,96,64,66
384,1670991507.259,55.8,14.3,0.0,96,66,66
385,1670991537.288,56.2,14.4,0.0,96,65,66
386,1670991567.319,56.0,14.5,0.0,95,66,67
387,1670991597.348,54.3,12.0,0.0,97,65,68
388,1670991627.376,39.3,12.1,0.0,0,0,66
389,1670991657.405,39.6,12.2,0.0,98,68,69
390,1670991687.44,41.8,13.4,0.0,97,64,69
391,1670991717.464,40.4,12.3,0.0,97,66,70
392,1670991747.498,28.3,9.9,0.0,97,66,70
393,1670991777.527,22.8,9.9,0.0,99,65,70
394,1670991807.556,22.8,9.9,0.0,97,68,69
395,1670991837.585,23.9,10.8,0.0,97,62,70
396,1670991867.615,25.4,9.9,0.0,99,66,70
397,1670991897.644,24.0,10.8,0.0,97,68,70
398,1670991927.673,25.5,9.9,0.0,97,64,70
399,1670991957.702,23.0,9.9,0.0,99,66,70
400,1670991987.736,26.6,11.4,0.0,97,67,70
401,1670992017.776,26.9,9.9,0.0,97,66,70
402,1670992047.794,22.7,9.9,0.0,97,65,70
403,1670992077.828,25.2,11.1,0.0,98,68,70
404,1670992107.861,27.1,11.7,0.0,97,66,70
405,1670992137.89,26.9,11.9,0.0,99,62,70
406,1670992167.919,26.9,12.2,0.0,98,67,70
407,1670992197.952,23.2,9.9,0.0,97,66,70
408,1670992227.98,22.8,9.9,0.0,100,66,70
409,1670992258.011,22.8,9.8,0.0,97,66,70
410,1670992288.04,22.7,9.8,0.0,97,66,70
411,1670992318.073,22.8,9.9,0.0,99,66,70
412,1670992348.102,22.8,9.8,0.0,97,67,70
413,1670992378.131,23.0,9.9,0.0,97,66,70
414,1670992408.16,23.4,9.9,0.0,99,64,70
415,1670992438.191,23.0,9.9,0.0,98,68,69
416,1670992468.22,22.9,9.9,0.0,97,66,70
417,1670992498.251,22.8,9.9,0.0,97,66,69
418,1670992528.28,22.9,9.9,0.0,99,63,70
419,1670992558.309,22.8,9.9,0.0,98,68,70
420,1670992588.338,22.9,9.9,0.0,97,66,69
421,1670992618.367,22.9,9.9,0.0,97,65,70
422,1670992648.403,22.8,9.9,0.0,98,69,70
423,1670992678.432,22.9,9.9,0.0,97,66,70
424,1670992708.461,22.9,9.9,0.0,97,64,70
425,1670992738.489,22.9,9.9,0.0,97,67,70
426,1670992768.518,22.9,9.9,0.0,97,66,70
427,1670992798.55,23.1,9.9,0.0,98,64,70
428,1670992828.579,23.0,9.9,0.0,98,69,70
429,1670992858.612,23.0,9.9,0.0,97,66,70
430,1670992888.649,23.0,9.9,0.0,99,61,70
431,1670992918.677,22.9,9.9,0.0,77,49,69
432,1670992948.706,22.7,9.9,0.0,97,66,70
433,1670992978.735,22.9,9.9,0.0,97,66,70
434,1670993008.766,22.8,9.9,0.0,99,64,70
435,1670993038.795,22.9,9.9,0.0,98,68,70
436,1670993068.824,22.7,9.9,0.0,97,67,70
437,1670993098.861,22.8,9.9,0.0,97,64,70
438,1670993128.89,22.9,9.9,0.0,97,67,70
439,1670993158.927,22.9,9.9,0.0,97,66,70
440,1670993188.956,22.9,9.9,0.0,99,64,70
441,1670993218.994,22.8,9.9,0.0,98,68,70
442,1670993249.036,22.8,9.9,0.0,97,66,69
443,1670993279.054,22.8,9.9,0.0,97,63,70
444,1670993309.085,22.9,9.9,0.0,97,66,70
445,1670993339.113,22.9,9.9,0.0,97,68,70
446,1670993369.148,23.3,9.9,0.0,97,66,70
447,1670993399.178,22.9,9.9,0.0,98,64,70
448,1670993429.207,22.9,9.9,0.0,97,67,70
449,1670993459.236,23.0,9.9,0.0,97,64,70
450,1670993489.264,22.9,9.9,0.0,99,65,70
451,1670993519.294,22.9,9.9,0.0,97,68,70
452,1670993549.323,22.7,9.9,0.0,97,64,70
453,1670993579.352,22.9,9.9,0.0,97,65,70
454,1670993609.381,22.8,9.9,0.0,97,68,70
455,1670993639.411,21.4,10.4,0.0,99,66,70
456,1670993669.439,23.1,10.4,0.0,97,68,70
457,1670993699.468,23.0,10.4,0.0,95,59,69
458,1670993729.497,23.0,10.4,0.0,97,66,70
459,1670993759.535,23.0,10.4,0.0,98,68,70
460,1670993789.567,23.0,10.4,0.0,97,63,71
461,1670993819.596,23.0,10.5,0.0,99,64,70
462,1670993849.624,22.8,10.5,0.0,98,66,70
463,1670993879.653,22.8,10.6,0.0,98,69,70
464,1670993909.682,23.0,10.6,0.0,97,66,70
465,1670993939.711,16.9,8.3,0.0,99,67,71
466,1670993969.74,6.8,8.3,0.0,99,66,70
467,1670993999.77,6.7,8.3,0.0,99,65,71
468,1670994029.8,6.7,8.3,0.0,99,68,70
469,1670994059.836,6.7,8.3,0.0,98,61,70
470,1670994089.865,6.8,8.3,0.0,99,67,70
471,1670994119.893,6.7,8.3,0.0,98,66,71
472,1670994149.922,6.6,8.3,0.0,98,65,71
473,1670994179.951,6.7,8.3,0.0,99,68,70
474,1670994209.99,6.8,8.3,0.0,99,64,71
475,1670994240.008,11.8,10.6,0.0,82,47,62
476,1670994270.038,51.3,13.6,0.0,0,0,60
