Unnamed: 0,Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
62,1670980686.43,47.6,10.6,0.0,85,59,74,0,0,27
63,1670980716.459,66.0,10.7,0.0,88,57,75,0,0,27
64,1670980746.467,71.3,11.4,0.0,88,57,73,0,0,27
65,1670980776.496,75.5,11.4,0.0,88,60,73,0,0,27
66,1670980806.524,75.5,11.4,0.0,94,66,74,0,0,27
67,1670980836.545,75.5,11.4,0.0,94,58,75,0,0,27
68,1670980866.574,77.0,11.4,0.0,86,54,74,0,0,27
69,1670980896.603,76.0,11.4,0.0,88,53,74,0,0,27
70,1670980926.632,67.1,12.2,0.0,86,58,75,0,0,27
71,1670980956.661,74.1,12.2,0.0,96,67,75,0,0,27
72,1670980986.69,75.9,12.2,0.0,88,60,74,0,0,27
73,1670981016.718,76.0,12.2,0.0,85,58,74,0,0,27
74,1670981046.733,76.7,12.2,0.0,88,53,74,0,0,27
75,1670981076.766,77.5,12.2,0.0,96,59,74,0,0,27
76,1670981106.768,76.0,12.2,0.0,85,58,76,0,0,27
77,1670981136.799,75.9,12.2,0.0,94,65,75,0,0,27
78,1670981166.825,75.9,12.2,0.0,97,67,75,0,0,27
79,1670981196.854,76.3,12.2,0.0,96,67,74,0,0,27
80,1670981226.862,77.4,12.2,0.0,86,59,75,0,0,27
81,1670981256.866,75.9,12.2,0.0,85,59,75,0,0,27
82,1670981286.895,75.8,12.2,0.0,85,58,75,0,0,27
83,1670981316.923,75.9,12.2,0.0,88,54,74,0,0,27
84,1670981346.951,76.8,12.2,0.0,85,59,74,0,0,27
85,1670981376.979,77.2,12.2,0.0,85,58,74,0,0,27
86,1670981406.978,75.9,12.2,0.0,85,58,74,0,0,27
87,1670981437.007,75.9,12.2,0.0,88,53,74,0,0,27
88,1670981467.036,75.9,12.2,0.0,88,55,75,0,0,27
89,1670981497.071,76.7,12.2,0.0,88,55,75,0,0,27
90,1670981527.099,53.1,13.8,0.0,90,62,75,0,0,27
91,1670981557.128,56.1,15.7,0.0,88,54,75,0,0,27
92,1670981587.156,61.8,15.7,0.0,86,58,74,0,0,27
93,1670981617.184,61.4,15.8,0.0,87,55,74,0,0,27
94,1670981647.212,61.8,15.8,0.0,87,57,75,0,0,27
95,1670981677.241,53.7,14.7,0.0,97,68,75,0,0,27
96,1670981707.27,57.8,15.8,0.0,97,68,74,0,0,27
97,1670981737.299,60.4,15.7,0.0,91,63,75,0,0,27
98,1670981767.328,54.2,13.7,0.0,88,54,75,0,0,27
99,1670981797.357,52.4,15.1,0.0,91,63,75,0,0,27
100,1670981827.386,52.0,16.1,0.0,88,60,75,0,0,27
101,1670981857.415,65.1,17.4,0.0,87,60,75,0,0,27
102,1670981887.415,65.8,17.4,0.0,93,65,75,0,0,27
103,1670981917.444,66.0,17.4,0.0,83,58,75,0,0,27
104,1670981947.469,65.7,17.4,0.0,91,64,75,0,0,27
105,1670981977.497,65.6,17.4,0.0,85,58,73,0,0,27
106,1670982007.526,65.3,17.4,0.0,88,53,74,0,0,27
107,1670982037.555,65.4,17.3,0.0,95,67,73,0,0,27
108,1670982067.583,66.0,17.5,0.0,86,56,74,0,0,27
109,1670982097.612,65.8,17.5,0.0,96,67,74,0,0,27
110,1670982127.64,65.4,17.3,0.0,85,56,72,0,0,27
111,1670982157.669,65.5,17.3,0.0,88,57,73,0,0,27
112,1670982187.698,65.7,17.4,0.0,83,58,73,0,0,27
113,1670982217.727,65.7,17.4,0.0,87,52,73,0,0,27
114,1670982247.756,65.2,17.3,0.0,87,60,72,0,0,27
115,1670982277.785,65.4,17.3,0.0,85,58,73,0,0,27
116,1670982307.814,66.0,17.5,0.0,91,63,73,0,0,27
117,1670982337.843,65.1,17.4,0.0,87,53,74,0,0,27
118,1670982367.871,65.2,17.5,0.0,91,64,72,0,0,27
119,1670982397.9,65.5,17.3,0.0,85,59,71,0,0,27
120,1670982427.929,65.7,17.3,0.0,88,55,73,0,0,27
121,1670982457.941,65.8,17.5,0.0,84,58,72,0,0,27
122,1670982487.969,64.9,17.4,0.0,86,55,72,0,0,27
123,1670982517.998,66.0,17.4,0.0,96,67,70,0,0,27
124,1670982548.029,65.3,17.3,0.0,88,53,72,0,0,27
125,1670982578.055,65.7,17.6,0.0,89,61,74,0,0,27
126,1670982608.084,65.6,17.4,0.0,88,54,73,0,0,27
127,1670982638.113,65.3,17.4,0.0,87,60,72,0,0,27
128,1670982668.123,64.7,17.3,0.0,88,54,73,0,0,27
129,1670982698.152,64.7,17.4,0.0,95,67,73,0,0,27
130,1670982728.18,65.6,17.7,0.0,82,56,72,0,0,27
131,1670982758.209,65.2,17.4,0.0,87,54,72,0,0,27
132,1670982788.229,64.6,17.3,0.0,93,59,73,0,0,27
133,1670982818.258,63.9,17.3,0.0,85,56,74,0,0,27
134,1670982848.287,64.1,17.3,0.0,91,63,75,0,0,27
135,1670982878.316,63.3,17.4,0.0,88,55,70,0,0,27
136,1670982908.344,63.7,17.4,0.0,85,58,71,0,0,27
137,1670982938.373,62.2,17.3,0.0,95,68,74,0,0,27
138,1670982968.402,62.8,17.4,0.0,88,53,75,0,0,27
139,1670982998.431,63.7,17.4,0.0,94,65,75,0,0,27
140,1670983028.46,63.4,17.4,0.0,84,56,75,0,0,27
141,1670983058.488,63.6,17.3,0.0,84,57,73,0,0,27
142,1670983088.517,62.3,17.4,0.0,93,65,72,0,0,27
143,1670983118.546,62.1,17.5,0.0,88,54,74,0,0,27
144,1670983148.574,62.4,17.5,0.0,84,55,72,0,0,27
145,1670983178.603,61.5,17.3,0.0,96,67,73,0,0,27
146,1670983208.632,61.5,17.3,0.0,87,56,73,0,0,27
147,1670983238.66,60.1,18.0,0.0,85,55,73,0,0,27
148,1670983268.688,58.3,19.5,0.0,88,54,73,0,0,27
149,1670983298.716,59.4,11.8,0.0,88,57,74,0,0,27
150,1670983328.744,80.0,11.8,0.0,88,53,75,0,0,27
151,1670983358.773,75.9,11.8,0.0,88,54,74,0,0,27
152,1670983388.802,76.1,11.8,0.0,84,53,73,0,0,27
153,1670983418.831,77.6,11.8,0.0,88,55,72,0,0,27
154,1670983448.86,76.4,11.8,0.0,85,57,73,0,0,27
155,1670983478.889,76.1,11.8,0.0,85,58,74,0,0,27
156,1670983508.902,76.0,11.8,0.0,88,54,75,0,0,27
157,1670983538.924,78.3,11.8,0.0,85,59,74,0,0,27
158,1670983568.953,76.1,11.8,0.0,85,58,75,0,0,27
159,1670983598.97,76.0,11.8,0.0,88,55,75,0,0,27
160,1670983629.0,75.9,11.8,0.0,88,54,75,0,0,27
161,1670983659.002,77.9,11.8,0.0,86,53,74,0,0,27
162,1670983689.021,75.9,11.8,0.0,85,56,74,0,0,27
163,1670983719.049,75.7,11.8,0.0,88,56,74,0,0,27
164,1670983749.085,75.9,11.8,0.0,88,56,75,0,0,28
165,1670983779.114,77.9,11.8,0.0,88,53,75,0,0,27
166,1670983809.143,76.0,11.8,0.0,85,55,74,0,0,27
167,1670983839.172,76.0,11.8,0.0,88,56,74,0,0,27
168,1670983869.2,76.0,11.8,0.0,88,53,74,0,0,27
169,1670983899.229,77.9,11.8,0.0,87,56,74,0,0,27
170,1670983929.258,75.9,11.8,0.0,88,55,74,0,0,27
171,1670983959.273,76.1,11.8,0.0,88,54,75,0,0,27
172,1670983989.302,76.1,11.8,0.0,88,54,74,0,0,27
174,1670985436.99,38.6,8.0,0.0,0,0,25,0,0,26
175,1670985467.02,38.2,8.7,0.0,87,60,41,0,0,26
176,1670985497.048,38.3,8.7,0.0,87,53,49,0,0,26
177,1670985527.083,38.4,8.7,0.0,87,56,56,0,0,26
178,1670985557.111,38.1,8.7,0.0,93,65,60,0,0,26
179,1670985587.139,38.4,8.7,0.0,84,54,64,0,0,26
180,1670985617.168,38.2,8.7,0.0,96,69,67,0,0,26
181,1670985647.197,38.3,8.7,0.0,85,53,69,0,0,26
182,1670985677.226,38.2,8.7,0.0,87,53,71,0,0,26
183,1670985707.254,38.3,9.4,0.0,86,57,70,0,0,26
184,1670985737.283,38.3,9.4,0.0,85,59,73,0,0,26
185,1670985767.311,38.4,9.4,0.0,84,57,74,0,0,26
186,1670985797.34,38.4,9.4,0.0,86,56,74,0,0,26
187,1670985827.368,38.4,9.4,0.0,95,67,73,0,0,26
188,1670985857.397,38.4,9.4,0.0,84,57,73,0,0,26
189,1670985887.425,28.2,10.2,0.0,92,64,72,0,0,26
190,1670985917.454,38.6,10.1,0.0,84,52,72,0,0,26
191,1670985947.483,38.9,10.1,0.0,83,55,69,0,0,26
192,1670985977.512,28.1,11.0,0.0,87,53,73,0,0,26
193,1670986007.542,39.2,10.9,0.0,84,55,73,0,0,26
194,1670986037.57,39.2,10.9,0.0,84,58,73,0,0,26
195,1670986067.599,39.2,10.9,0.0,84,57,73,0,0,26
196,1670986097.627,39.2,10.9,0.0,83,53,73,0,0,26
197,1670986127.656,39.2,10.9,0.0,89,62,72,0,0,26
198,1670986157.684,39.2,10.9,0.0,88,62,73,0,0,26
199,1670986187.713,39.3,10.9,0.0,95,62,73,0,0,26
200,1670986217.742,39.3,10.9,0.0,89,63,71,0,0,26
201,1670986247.774,39.2,10.9,0.0,87,53,71,0,0,26
202,1670986277.803,39.2,10.9,0.0,87,53,72,0,0,26
203,1670986307.804,39.2,10.9,0.0,87,55,71,0,0,26
204,1670986337.833,39.2,10.9,0.0,84,56,72,0,0,26
205,1670986367.862,39.2,10.9,0.0,84,54,72,0,0,26
206,1670986397.892,39.2,10.9,0.0,84,56,72,0,0,26
207,1670986427.898,39.2,10.9,0.0,84,56,72,0,0,26
208,1670986457.927,39.2,10.9,0.0,86,53,71,0,0,26
209,1670986487.955,39.2,10.9,0.0,84,55,72,0,0,26
210,1670986517.984,39.2,10.9,0.0,88,61,71,0,0,26
211,1670986548.012,39.1,10.9,0.0,91,64,72,0,0,26
212,1670986578.041,39.1,10.9,0.0,82,55,72,0,0,26
213,1670986608.07,39.2,10.9,0.0,85,56,72,0,0,26
214,1670986638.099,39.2,10.9,0.0,85,55,72,0,0,26
215,1670986668.127,39.1,10.9,0.0,83,56,72,0,0,26
216,1670986698.156,39.2,10.9,0.0,83,56,71,0,0,26
217,1670986728.185,39.1,10.9,0.0,91,63,71,0,0,26
218,1670986758.21,39.2,10.9,0.0,95,68,72,0,0,26
219,1670986788.239,39.2,10.9,0.0,83,57,72,0,0,26
220,1670986818.267,39.1,10.9,0.0,84,57,72,0,0,26
221,1670986848.273,39.1,10.9,0.0,89,63,71,0,0,26
222,1670986878.302,39.2,10.9,0.0,84,57,72,0,0,26
223,1670986908.331,39.2,10.9,0.0,91,64,72,0,0,26
224,1670986938.36,39.2,11.6,0.0,0,0,66,0,0,26
225,1670986968.389,39.3,10.9,0.0,87,60,71,0,0,26
226,1670986998.418,39.2,10.9,0.0,91,63,72,0,0,26
227,1670987028.447,39.2,10.9,0.0,87,54,71,0,0,26
228,1670987058.459,39.0,10.9,0.0,84,57,72,0,0,26
229,1670987088.485,39.2,10.9,0.0,97,69,72,0,0,26
230,1670987118.514,39.2,10.9,0.0,87,61,72,0,0,26
231,1670987148.543,39.2,10.9,0.0,95,67,72,0,0,26
232,1670987178.571,39.2,10.9,0.0,95,68,72,0,0,26
233,1670987208.582,39.3,10.9,0.0,91,64,72,0,0,26
234,1670987238.611,39.1,10.9,0.0,89,62,72,0,0,26
235,1670987268.64,39.1,10.9,0.0,97,68,72,0,0,26
236,1670987298.669,39.1,10.9,0.0,95,67,72,0,0,26
237,1670987328.698,39.2,10.9,0.0,96,67,72,0,0,26
238,1670987358.727,39.2,10.9,0.0,94,66,72,0,0,26
239,1670987388.755,39.3,10.9,0.0,89,62,73,0,0,26
240,1670987418.783,39.1,10.9,0.0,87,56,73,0,0,26
241,1670987448.812,39.2,10.9,0.0,88,61,72,0,0,26
242,1670987478.841,39.1,10.9,0.0,92,65,72,0,0,26
243,1670987508.869,39.2,10.9,0.0,84,56,72,0,0,26
244,1670987538.898,39.2,10.9,0.0,84,55,73,0,0,26
245,1670987568.927,39.2,10.9,0.0,84,56,72,0,0,26
246,1670987598.956,39.1,10.9,0.0,90,63,72,0,0,26
247,1670987628.985,39.2,10.9,0.0,84,55,72,0,0,26
248,1670987659.013,39.1,10.9,0.0,84,57,73,0,0,26
249,1670987689.042,39.3,10.9,0.0,84,55,72,0,0,26
250,1670987719.045,39.2,10.9,0.0,83,57,73,0,0,26
251,1670987749.074,39.2,10.9,0.0,91,64,72,0,0,26
252,1670987779.103,39.2,10.9,0.0,89,62,72,0,0,26
253,1670987809.132,39.2,10.9,0.0,95,66,72,0,0,26
254,1670987839.161,39.1,10.9,0.0,88,61,72,0,0,26
255,1670987869.189,39.2,10.9,0.0,87,55,72,0,0,26
256,1670987899.217,39.1,10.9,0.0,85,56,72,0,0,26
257,1670987929.246,39.3,10.9,0.0,96,67,72,0,0,26
258,1670987959.263,39.2,10.9,0.0,96,67,72,0,0,26
259,1670987989.292,39.7,11.2,0.0,91,64,72,0,0,26
260,1670988019.321,44.9,11.8,0.0,86,55,72,0,0,26
261,1670988049.35,55.0,11.8,0.0,83,55,71,0,0,26
262,1670988079.378,54.9,11.8,0.0,92,65,70,0,0,26
263,1670988109.407,54.8,11.8,0.0,83,57,69,0,0,26
264,1670988139.436,54.9,11.8,0.0,93,66,69,0,0,26
265,1670988169.465,55.1,11.8,0.0,82,57,69,0,0,26
266,1670988199.494,54.9,11.8,0.0,83,56,68,0,0,26
267,1670988229.522,54.9,11.8,0.0,83,55,68,0,0,26
268,1670988259.551,54.9,11.8,0.0,90,62,68,0,0,26
269,1670988289.561,55.0,11.8,0.0,87,61,68,0,0,26
270,1670988319.59,54.9,11.8,0.0,83,56,68,0,0,26
271,1670988349.618,54.9,11.8,0.0,86,56,68,0,0,26
272,1670988379.646,54.9,11.8,0.0,92,65,68,0,0,26
273,1670988409.655,55.0,11.8,0.0,93,58,69,0,0,26
274,1670988439.684,55.0,11.8,0.0,92,65,68,0,0,26
275,1670988469.686,54.9,11.8,0.0,83,56,68,0,0,26
276,1670988499.7,54.8,11.8,0.0,82,56,68,0,0,26
277,1670988529.707,54.8,11.8,0.0,84,56,67,0,0,26
278,1670988559.736,54.9,11.8,0.0,85,55,68,0,0,26
279,1670988589.765,55.0,11.8,0.0,94,68,68,0,0,26
280,1670988619.778,54.9,11.8,0.0,82,57,68,0,0,26
281,1670988649.807,54.9,11.8,0.0,82,57,68,0,0,26
282,1670988679.836,55.0,11.8,0.0,85,53,67,0,0,26
283,1670988709.865,54.6,11.8,0.0,86,53,67,0,0,26
284,1670988739.894,54.9,11.8,0.0,82,56,67,0,0,26
285,1670988769.912,54.9,11.8,0.0,91,64,68,0,0,26
286,1670988799.941,54.9,11.8,0.0,94,68,67,0,0,26
287,1670988829.97,54.9,11.8,0.0,82,57,68,0,0,26
288,1670988859.999,54.7,11.8,0.0,83,58,68,0,0,26
289,1670988890.028,54.9,11.8,0.0,85,54,67,0,0,26
290,1670988920.057,54.9,11.8,0.0,86,53,67,0,0,26
291,1670988950.086,54.9,11.8,0.0,88,61,67,0,0,26
292,1670988980.105,54.9,11.8,0.0,85,60,68,0,0,26
293,1670989010.134,55.0,11.8,0.0,85,60,68,0,0,26
294,1670989040.163,54.8,11.8,0.0,85,52,67,0,0,26
295,1670989070.186,55.1,11.8,0.0,85,54,68,0,0,26
296,1670989100.215,54.8,11.8,0.0,89,62,68,0,0,26
297,1670989130.244,54.8,11.8,0.0,96,69,67,0,0,26
298,1670989160.273,55.0,11.8,0.0,83,57,67,0,0,26
299,1670989190.302,54.8,11.8,0.0,83,54,67,0,0,26
300,1670989220.331,54.8,11.8,0.0,86,56,67,0,0,26
301,1670989250.36,54.8,11.8,0.0,88,62,68,0,0,26
302,1670989280.388,54.8,11.8,0.0,92,65,67,0,0,26
303,1670989310.39,54.7,11.8,0.0,82,54,68,0,0,26
304,1670989340.419,54.8,11.8,0.0,86,54,68,0,0,26
305,1670989370.448,54.8,11.8,0.0,91,64,67,0,0,26
306,1670989400.477,55.0,11.8,0.0,86,57,67,0,0,26
307,1670989430.506,54.9,11.8,0.0,83,56,67,0,0,26
308,1670989460.535,55.0,11.8,0.0,93,65,67,0,0,26
309,1670989490.564,54.9,11.8,0.0,96,67,67,0,0,26
310,1670989520.597,54.9,11.8,0.0,82,57,68,0,0,26
311,1670989550.626,53.2,12.3,0.0,82,57,68,0,0,26
312,1670989580.655,46.0,13.1,0.0,84,58,67,0,0,26
313,1670989610.684,54.2,13.0,0.0,82,57,67,0,0,26
314,1670989640.713,55.5,13.0,0.0,95,60,66,0,0,26
315,1670989670.742,55.6,13.0,0.0,82,56,65,0,0,26
316,1670989700.748,55.5,13.1,0.0,82,56,65,0,0,26
317,1670989730.777,55.6,13.1,0.0,81,51,65,0,0,26
318,1670989760.806,55.5,13.1,0.0,82,57,64,0,0,26
319,1670989790.835,55.5,13.2,0.0,83,57,64,0,0,26
320,1670989820.864,53.9,13.7,0.0,84,51,64,0,0,26
321,1670989850.893,55.9,13.7,0.0,82,57,64,0,0,26
322,1670989880.922,55.6,13.8,0.0,96,69,64,0,0,26
323,1670989910.951,44.6,12.0,0.0,87,61,65,0,0,26
324,1670989940.981,43.9,12.2,0.0,84,59,67,0,0,26
325,1670989971.01,55.2,12.2,0.0,94,66,67,0,0,26
326,1670990001.039,55.2,12.3,0.0,84,59,67,0,0,26
327,1670990031.068,55.1,12.3,0.0,83,58,67,0,0,26
328,1670990061.097,55.1,12.4,0.0,83,55,67,0,0,26
329,1670990091.126,55.3,12.4,0.0,86,60,68,0,0,26
330,1670990121.155,55.1,12.5,0.0,82,57,67,0,0,26
331,1670990151.184,55.2,12.5,0.0,83,57,67,0,0,26
332,1670990181.213,55.0,12.6,0.0,92,65,67,0,0,26
333,1670990211.242,42.3,10.1,0.0,85,60,69,0,0,26
334,1670990241.27,38.7,10.1,0.0,87,53,72,0,0,26
335,1670990271.299,38.8,10.1,0.0,95,68,73,0,0,26
336,1670990301.328,38.8,10.1,0.0,84,58,75,0,0,26
337,1670990331.357,38.8,10.1,0.0,87,53,75,0,0,26
338,1670990361.385,38.8,10.1,0.0,81,55,75,0,0,26
339,1670990391.41,38.8,11.3,0.0,81,46,69,0,0,26
