Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C)
1670040665.983,7.1,35.5,0.0,93,51,73
1670040670.992,7.3,35.5,0.0,89,50,74
1670040676.000,6.9,35.5,0.0,87,47,73
1670040681.004,6.9,35.5,0.0,92,51,73
1670040686.014,6.7,35.5,0.0,93,51,73
1670040691.018,7.0,35.5,0.0,92,51,74
1670040696.022,7.1,35.5,0.0,93,51,73
1670040701.026,6.8,35.5,0.0,91,51,73
1670040706.031,6.9,35.5,0.0,91,51,73
1670040711.042,7.6,35.5,0.0,92,51,73
1670040716.046,7.6,35.5,0.0,93,51,73
1670040721.050,6.8,35.5,0.0,93,52,73
1670040726.054,6.7,35.5,0.0,91,50,73
1670040731.058,6.8,35.5,0.0,92,51,74
1670040736.063,6.9,35.5,0.0,92,52,73
1670040741.071,6.8,35.5,0.0,90,49,73
1670040746.083,6.7,35.5,0.0,93,51,73
1670040751.095,6.8,35.5,0.0,92,51,73
1670040756.102,6.7,35.5,0.0,93,52,73
1670040761.106,6.8,35.5,0.0,90,49,73
1670040766.110,6.8,35.5,0.0,93,52,73
1670040771.114,6.8,35.5,0.0,93,51,73
1670040776.118,6.7,35.5,0.0,92,51,73
1670040781.122,6.8,35.5,0.0,91,49,74
1670040786.126,6.7,35.5,0.0,92,51,74
1670040791.130,6.8,35.5,0.0,89,50,73
1670040796.134,6.9,35.5,0.0,93,52,73
1670040801.138,6.8,35.5,0.0,92,51,73
1670040806.142,6.7,35.5,0.0,92,51,73
1670040811.148,6.8,35.5,0.0,93,52,73
1670040816.156,6.8,35.5,0.0,86,47,73
1670040821.160,6.8,35.5,0.0,93,51,73
1670040826.167,6.9,35.5,0.0,89,50,73
1670040831.180,6.8,35.5,0.0,90,49,73
1670040836.184,7.2,35.4,0.0,92,49,72
1670040841.194,6.8,35.4,0.0,93,49,73
1670040846.199,6.7,35.4,0.0,92,49,73
1670040851.199,6.0,35.5,0.0,0,0,64
1670040856.203,6.0,35.7,0.0,0,0,62
1670040861.206,23.3,35.7,0.0,56,28,65
1670040866.209,23.3,35.7,0.0,57,28,65
1670040871.215,23.4,35.7,0.0,56,28,65
1670040876.219,23.4,35.7,0.0,57,28,65
1670040881.223,23.2,35.7,0.0,0,0,62
1670040886.227,23.0,35.7,0.0,0,0,59
1670040891.239,19.6,35.7,0.0,0,0,57
1670040896.243,6.7,35.7,0.0,0,0,56
