Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C)
1670100567.947,6.7,7.8,0.0,95,52,74
1670100572.951,6.6,7.8,0.0,95,53,74
1670100577.955,6.9,7.8,0.0,90,50,74
1670100582.964,6.6,7.8,0.0,95,52,74
1670100587.974,6.6,7.8,0.0,95,53,74
1670100592.979,6.6,7.8,0.0,94,52,74
1670100597.983,6.7,7.8,0.0,95,52,74
1670100602.987,6.6,7.8,0.0,94,53,74
1670100607.991,7.2,7.8,0.0,95,52,74
1670100613.000,6.8,7.8,0.0,94,51,74
1670100618.006,6.8,7.8,0.0,93,51,74
1670100623.015,6.9,7.8,0.0,93,50,74
1670100628.019,6.9,7.8,0.0,92,50,74
1670100633.032,6.6,7.8,0.0,93,51,74
1670100638.036,6.8,7.8,0.0,94,52,74
1670100643.040,6.6,7.8,0.0,93,51,74
1670100648.044,6.7,7.8,0.0,93,50,74
1670100653.048,6.7,7.8,0.0,94,51,74
1670100658.052,6.7,7.8,0.0,94,51,74
1670100663.062,6.6,7.8,0.0,93,50,74
1670100668.066,6.7,7.8,0.0,92,50,74
1670100673.070,7.0,7.8,0.0,93,50,74
1670100678.074,6.6,7.8,0.0,93,50,73
1670100683.080,6.7,7.8,0.0,94,50,74
1670100688.084,5.9,7.8,0.0,0,0,66
1670100693.083,4.8,8.0,0.0,0,0,63
1670100698.091,6.7,8.0,0.0,62,31,66
1670100703.095,6.6,8.0,0.0,60,29,66
1670100708.098,6.6,8.0,0.0,60,30,66
1670100713.101,6.7,8.0,0.0,58,29,66
1670100718.105,5.8,8.0,0.0,0,0,61
1670100723.109,4.7,8.0,0.0,0,0,58
1670100728.113,6.4,8.0,0.0,0,0,56
1670100733.117,6.3,8.0,0.0,0,0,55
