Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
1670259713.954,6.5,8.2,0.0,56,16,65,12,5,60
1670259718.265,6.5,8.2,0.0,99,26,64,94,23,59
1670259718.958,6.5,8.2,0.0,12,5,65,16,3,59
1670259723.268,6.7,8.2,0.0,51,8,64,74,22,59
1670259723.963,6.6,8.2,0.0,85,26,66,48,14,60
1670259728.273,6.6,8.2,0.0,24,10,65,3,0,60
1670259728.966,6.6,8.2,0.0,99,27,64,100,26,59
1670259733.277,6.5,8.2,0.0,86,22,65,95,26,60
1670259733.971,6.5,8.2,0.0,43,3,64,32,8,59
1670259738.281,6.7,8.2,0.0,80,23,64,98,25,59
1670259738.976,6.6,8.2,0.0,100,25,65,91,24,60
1670259743.288,6.5,8.2,0.0,26,10,65,50,15,60
1670259743.980,6.5,8.2,0.0,69,18,65,89,23,60
1670259748.292,6.5,8.2,0.0,67,18,65,52,15,60
1670259748.985,6.5,8.2,0.0,53,15,64,67,19,59
1670259753.305,6.7,8.2,0.0,100,20,65,99,25,61
1670259753.990,6.7,8.2,0.0,25,10,65,13,6,60
1670259758.310,7.0,8.2,0.0,20,3,64,33,9,59
1670259758.994,7.0,8.2,0.0,95,24,66,94,24,61
1670259763.315,6.5,8.2,0.0,82,25,65,96,26,59
1670259764.000,6.5,8.2,0.0,45,12,64,57,17,59
1670259768.319,6.7,8.2,0.0,72,21,65,83,25,59
1670259769.009,6.7,8.2,0.0,58,16,65,47,14,60
1670259773.323,6.5,8.2,0.0,60,16,65,71,21,60
1670259774.023,6.5,8.2,0.0,85,25,65,95,27,60
1670259778.328,6.5,8.2,0.0,52,15,66,40,13,61
1670259779.027,6.5,8.2,0.0,68,20,66,22,10,61
1670259783.332,6.8,8.2,0.0,87,25,64,98,27,59
1670259784.038,6.7,8.2,0.0,41,14,66,29,11,61
1670259788.337,6.6,8.2,0.0,34,12,65,24,10,60
1670259789.042,6.6,8.2,0.0,90,24,64,99,27,59
1670259793.340,6.5,8.2,0.0,100,28,65,98,25,60
1670259794.047,6.5,8.2,0.0,15,7,65,3,2,60
1670259798.343,6.6,8.2,0.0,16,2,66,15,2,60
1670259799.051,6.6,8.2,0.0,96,24,65,97,24,60
1670259803.347,6.5,8.2,0.0,94,24,66,43,14,61
1670259804.058,6.5,8.2,0.0,22,5,66,73,22,61
1670259808.351,6.5,8.2,0.0,32,7,64,87,25,59
1670259809.070,6.5,8.2,0.0,94,24,66,41,13,61
1670259813.356,6.7,8.2,0.0,96,24,66,97,24,60
1670259814.077,6.7,8.2,0.0,90,26,64,98,27,59
1670259818.360,6.6,8.2,0.0,99,28,65,98,25,60
1670259819.081,6.6,8.2,0.0,16,7,65,5,2,60
1670259823.363,6.5,8.2,0.0,6,3,66,10,2,60
1670259824.085,6.6,8.2,0.0,100,26,65,96,23,60
1670259828.367,6.7,8.2,0.0,94,24,66,91,25,61
1670259829.090,6.6,8.2,0.0,22,3,65,34,9,60
1670259833.370,6.5,8.2,0.0,38,10,65,50,14,60
1670259834.095,6.5,8.2,0.0,90,24,66,77,19,61
1670259838.374,6.5,8.2,0.0,32,8,65,52,15,60
1670259839.101,6.5,8.2,0.0,58,17,65,71,19,59
1670259843.378,6.7,8.2,0.0,84,22,65,69,18,60
1670259844.114,6.7,8.2,0.0,47,14,65,35,12,60
1670259848.383,6.6,8.2,0.0,71,21,64,83,25,59
1670259849.119,6.6,8.2,0.0,100,27,65,99,27,60
1670259853.388,6.5,8.2,0.0,36,13,66,26,10,60
1670259854.122,6.5,8.2,0.0,16,7,66,0,0,61
1670259858.395,6.7,8.2,0.0,100,27,65,99,26,60
1670259859.126,6.6,8.2,0.0,42,12,65,54,14,59
1670259863.399,6.5,8.2,0.0,8,1,66,14,2,61
1670259864.132,6.5,8.2,0.0,95,23,65,96,24,60
1670259868.405,6.4,8.2,0.0,86,21,65,58,17,60
1670259869.136,6.4,8.2,0.0,42,14,67,75,19,61
1670259873.409,6.7,8.2,0.0,27,10,66,12,2,61
1670259874.140,6.7,8.2,0.0,97,27,65,43,10,59
1670259878.413,6.5,8.2,0.0,99,27,67,78,20,60
1670259879.145,6.6,8.2,0.0,69,20,66,54,8,61
1670259883.417,6.5,8.2,0.0,99,27,65,21,2,59
1670259884.149,6.5,8.2,0.0,18,8,65,19,8,61
1670259888.422,6.6,8.2,0.0,45,11,65,57,16,59
1670259889.153,6.6,8.2,0.0,75,19,67,62,17,61
1670259893.428,6.5,8.2,0.0,6,2,65,8,3,61
1670259894.166,6.5,8.2,0.0,99,24,65,100,29,60
1670259898.442,6.5,8.2,0.0,33,12,66,41,15,61
1670259899.173,6.5,8.2,0.0,96,27,65,100,24,60
1670259903.446,6.7,8.2,0.0,74,19,65,63,17,60
1670259904.178,6.7,8.2,0.0,56,16,65,67,11,59
1670259908.450,6.6,8.2,0.0,19,8,66,95,26,61
1670259909.183,6.6,8.2,0.0,8,1,66,18,3,61
1670259913.459,6.5,8.2,0.0,45,3,65,56,16,60
1670259914.188,6.5,8.2,0.0,84,26,66,58,16,60
1670259918.465,6.6,8.2,0.0,100,26,65,96,23,60
1670259919.192,6.6,8.2,0.0,95,27,66,83,21,61
1670259923.472,6.4,8.2,0.0,100,22,65,99,25,60
1670259924.196,6.4,8.2,0.0,95,26,66,88,23,61
1670259928.479,6.5,8.2,0.0,95,19,65,99,27,59
1670259929.200,6.5,8.2,0.0,37,13,67,93,22,61
1670259933.486,6.6,8.2,0.0,30,12,66,37,12,61
1670259934.204,6.6,8.2,0.0,100,23,65,83,25,59
1670259938.491,6.6,8.2,0.0,12,2,66,50,13,60
1670259939.208,6.6,8.2,0.0,99,29,65,82,25,60
1670259943.495,6.5,8.2,0.0,63,17,66,12,5,60
1670259944.215,6.5,8.2,0.0,60,11,65,22,5,59
1670259948.499,6.6,8.2,0.0,67,21,67,45,14,61
1670259949.220,6.6,8.2,0.0,71,21,65,80,21,59
1670259953.503,6.5,8.2,0.0,95,26,66,89,23,61
1670259954.225,6.5,8.2,0.0,34,2,66,42,12,61
1670259958.513,6.5,8.2,0.0,100,22,65,98,25,60
1670259959.232,6.5,8.2,0.0,21,9,66,0,0,60
1670259963.519,6.7,8.2,0.0,69,20,65,79,22,59
1670259964.236,6.7,8.2,0.0,63,19,67,40,13,61
1670259968.523,6.6,8.2,0.0,33,2,65,43,12,59
1670259969.240,6.6,8.2,0.0,95,27,66,79,20,61
1670259973.529,6.5,8.2,0.0,24,10,66,2,1,61
1670259974.244,6.6,8.2,0.0,99,27,65,100,26,60
1670259978.536,6.7,8.2,0.0,63,20,66,38,13,60
1670259979.249,6.7,8.2,0.0,95,23,67,93,24,60
1670259983.540,6.5,8.2,0.0,95,24,67,94,24,61
1670259984.260,6.5,8.2,0.0,23,2,65,33,9,59
1670259988.544,6.5,8.2,0.0,75,19,66,63,17,61
1670259989.264,6.5,8.2,0.0,54,17,66,31,12,60
1670259993.547,6.7,8.2,0.0,100,24,65,98,24,60
1670259994.268,6.7,8.2,0.0,13,6,67,94,24,61
1670259998.554,6.6,8.2,0.0,52,6,66,51,15,60
1670259999.272,6.6,8.2,0.0,91,26,66,72,18,60
1670260003.559,6.5,8.2,0.0,22,9,66,46,14,60
1670260004.277,6.6,8.2,0.0,100,25,65,76,23,59
1670260008.563,6.6,8.2,0.0,81,21,67,31,12,61
1670260009.281,6.6,8.2,0.0,44,5,66,0,0,60
1670260013.579,6.5,8.2,0.0,90,24,65,93,24,60
1670260014.290,6.5,8.2,0.0,73,22,66,58,16,60
1670260018.585,6.5,8.2,0.0,86,17,65,95,27,59
1670260019.294,6.5,8.2,0.0,42,14,67,32,12,61
1670260023.599,6.7,8.2,0.0,16,2,67,26,6,60
1670260024.298,6.7,8.2,0.0,94,24,65,95,25,60
1670260028.605,6.6,8.2,0.0,100,28,65,93,23,60
1670260029.305,6.6,8.2,0.0,99,27,65,100,28,60
1670260033.609,6.5,8.2,0.0,56,16,65,66,19,60
1670260034.309,6.5,8.2,0.0,22,2,67,33,9,61
1670260038.616,6.6,8.2,0.0,43,11,65,52,15,59
1670260039.313,6.6,8.2,0.0,75,20,65,84,25,60
1670260043.621,6.5,8.2,0.0,50,15,66,41,13,60
1670260044.319,6.5,8.2,0.0,68,20,65,77,23,60
1670260048.628,6.5,8.2,0.0,99,27,66,100,28,60
1670260049.329,6.5,8.2,0.0,28,11,66,22,9,60
1670260053.632,6.7,8.2,0.0,16,7,67,0,0,60
1670260054.332,6.7,8.2,0.0,99,27,66,99,25,60
1670260058.637,7.0,8.2,0.0,95,24,67,93,23,61
1670260059.336,7.0,8.2,0.0,3,1,67,11,2,61
1670260063.644,6.5,8.2,0.0,98,25,65,43,12,60
1670260064.340,6.5,8.2,0.0,90,23,66,86,22,61
1670260068.647,6.7,8.2,0.0,26,6,66,6,1,60
1670260069.343,6.6,8.2,0.0,50,16,66,74,18,60
1670260073.652,6.5,8.2,0.0,87,22,67,100,27,61
1670260074.347,6.5,8.2,0.0,34,8,66,28,11,61
1670260078.655,6.5,8.2,0.0,21,5,66,6,3,60
1670260079.351,6.5,8.2,0.0,94,22,67,100,26,61
1670260083.660,6.8,8.2,0.0,31,12,67,22,10,61
1670260084.357,6.7,8.2,0.0,94,26,65,6,1,59
1670260088.664,6.5,8.2,0.0,95,23,66,95,24,60
1670260089.361,6.6,8.2,0.0,13,1,66,24,6,60
1670260093.667,6.5,8.2,0.0,31,8,67,43,12,61
1670260094.365,6.5,8.2,0.0,94,24,66,91,24,60
1670260098.671,6.7,8.2,0.0,78,20,67,65,17,61
1670260099.370,6.6,8.2,0.0,54,16,67,36,13,61
1670260103.677,6.5,8.2,0.0,65,17,65,76,22,60
1670260104.375,6.5,8.2,0.0,61,17,67,50,15,61
1670260108.684,6.5,8.2,0.0,46,14,66,35,12,60
1670260109.381,6.5,8.2,0.0,74,21,65,85,25,60
1670260113.688,6.7,8.2,0.0,98,27,66,99,27,60
1670260114.386,6.7,8.2,0.0,30,12,66,22,9,60
1670260118.694,6.5,8.2,0.0,22,9,67,11,5,61
1670260119.390,6.5,8.2,0.0,100,26,66,99,25,60
1670260123.698,6.5,8.2,0.0,95,22,67,95,24,61
1670260124.396,6.6,8.2,0.0,6,1,67,18,3,61
1670260128.703,6.6,8.2,0.0,37,10,65,48,12,60
1670260129.401,6.6,8.2,0.0,90,24,67,80,21,61
1670260133.708,6.5,8.2,0.0,91,24,66,94,25,61
1670260134.404,6.5,8.2,0.0,31,5,65,20,4,60
1670260138.712,6.5,8.2,0.0,63,18,65,100,27,60
1670260139.407,6.5,8.2,0.0,30,7,66,33,12,61
1670260143.721,6.7,8.2,0.0,36,10,66,12,5,60
1670260144.411,6.7,8.2,0.0,90,24,67,100,27,61
1670260148.725,6.6,8.2,0.0,28,11,67,98,25,61
1670260149.418,6.6,8.2,0.0,12,5,65,2,0,59
1670260153.732,6.5,8.2,0.0,99,27,65,100,26,60
1670260154.423,6.5,8.2,0.0,22,9,66,9,4,61
1670260158.740,6.6,8.2,0.0,5,1,66,19,2,61
1670260159.429,6.6,8.2,0.0,100,26,65,94,23,60
1670260163.746,6.5,8.2,0.0,95,24,66,88,23,61
1670260164.434,6.5,8.2,0.0,22,5,67,36,8,61
1670260168.752,6.5,8.2,0.0,45,12,66,58,16,60
1670260169.438,6.5,8.2,0.0,85,23,67,72,18,61
1670260173.757,6.7,8.2,0.0,60,17,67,47,14,61
1670260174.441,6.7,8.2,0.0,65,18,65,77,23,60
1670260178.761,6.6,8.2,0.0,98,27,66,100,28,60
1670260179.449,6.6,8.2,0.0,26,10,66,14,6,60
1670260183.764,6.5,8.2,0.0,5,1,66,18,2,61
1670260184.453,6.6,8.2,0.0,98,24,65,49,14,60
1670260188.769,6.7,8.2,0.0,94,24,67,86,22,61
1670260189.458,6.6,8.2,0.0,26,5,65,39,10,60
1670260193.774,6.5,8.2,0.0,95,24,66,67,20,60
1670260194.463,6.5,8.2,0.0,71,18,66,58,16,60
1670260198.779,6.5,8.2,0.0,60,17,66,52,15,60
1670260199.467,6.5,8.2,0.0,35,13,67,27,11,61
1670260203.783,6.7,8.2,0.0,69,18,66,95,26,60
1670260204.471,6.7,8.2,0.0,37,13,67,20,4,61
1670260208.788,6.6,8.2,0.0,70,21,65,15,1,60
1670260209.475,6.6,8.2,0.0,56,16,67,93,23,62
1670260213.793,6.5,8.2,0.0,55,15,66,75,20,61
1670260214.481,6.6,8.2,0.0,63,16,65,55,16,60
1670260218.797,6.7,8.2,0.0,26,10,67,15,7,61
1670260219.486,6.6,8.2,0.0,36,9,66,46,15,61
1670260223.804,6.5,8.2,0.0,65,19,65,80,22,60
1670260224.490,6.5,8.2,0.0,63,17,66,99,27,61
1670260228.809,6.5,8.2,0.0,35,13,66,22,9,61
1670260229.495,6.5,8.2,0.0,89,26,65,99,27,60
1670260233.813,6.7,8.2,0.0,100,26,65,96,23,60
1670260234.500,6.7,8.2,0.0,95,23,66,92,24,60
1670260238.823,6.6,8.2,0.0,16,2,67,31,8,61
1670260239.512,6.6,8.2,0.0,96,23,66,93,24,60
1670260243.827,6.5,8.2,0.0,68,20,65,83,25,60
1670260244.515,6.6,8.2,0.0,31,8,66,47,13,61
1670260248.831,6.6,8.2,0.0,31,12,66,17,8,61
1670260249.519,6.6,8.2,0.0,94,26,65,99,27,60
1670260253.846,6.5,8.2,0.0,99,27,66,96,24,60
1670260254.524,6.5,8.2,0.0,82,25,65,99,26,60
1670260258.850,6.5,8.2,0.0,100,28,66,99,25,61
1670260259.529,6.5,8.2,0.0,22,9,66,10,5,61
1670260263.855,6.7,8.2,0.0,29,7,65,43,12,60
1670260264.533,6.7,8.2,0.0,94,24,66,85,22,61
1670260268.860,6.7,8.2,0.0,69,18,66,80,20,61
1670260269.539,6.7,8.2,0.0,50,13,65,97,24,60
1670260273.873,6.5,8.2,0.0,84,22,66,99,26,60
1670260274.548,6.6,8.2,0.0,40,11,66,17,8,61
1670260278.876,6.7,8.2,0.0,35,9,66,8,1,61
1670260279.552,6.6,8.2,0.0,59,17,66,40,10,61
1670260283.881,6.5,8.2,0.0,97,24,67,95,24,60
1670260284.558,6.5,8.2,0.0,2,1,65,19,3,60
1670260288.885,6.5,8.2,0.0,99,25,65,52,15,60
1670260289.562,6.5,8.2,0.0,3,2,66,74,19,61
1670260293.890,6.7,8.2,0.0,42,11,67,63,18,61
1670260294.571,6.7,8.2,0.0,74,22,66,95,26,60
1670260298.894,6.5,8.2,0.0,54,15,67,33,12,62
1670260299.578,6.6,8.2,0.0,67,20,67,9,4,61
1670260303.897,6.5,8.2,0.0,99,28,65,100,26,60
1670260304.583,6.5,8.2,0.0,22,10,66,6,2,61
1670260308.901,6.7,8.2,0.0,6,3,66,16,2,61
1670260309.587,6.6,8.2,0.0,99,26,65,96,23,60
1670260313.905,6.5,8.2,0.0,94,23,67,88,23,61
1670260314.591,6.5,8.2,0.0,17,2,67,36,10,61
1670260318.911,6.5,8.2,0.0,40,9,67,31,12,61
1670260319.595,6.5,8.2,0.0,86,22,67,71,19,62
1670260323.916,6.7,8.2,0.0,72,18,66,52,15,61
1670260324.602,6.7,8.2,0.0,53,15,65,74,20,60
1670260328.929,6.5,8.2,0.0,81,24,66,99,27,60
1670260329.606,6.6,8.2,0.0,49,15,66,29,11,61
1670260333.933,6.5,8.2,0.0,24,10,66,23,10,61
1670260334.609,6.5,8.2,0.0,2,0,65,4,1,60
1670260338.937,6.6,8.2,0.0,95,24,66,99,27,61
1670260339.612,6.6,8.2,0.0,13,2,65,63,15,60
1670260343.941,6.5,8.2,0.0,99,25,65,80,24,60
1670260344.616,6.5,8.2,0.0,13,6,66,43,14,61
1670260348.945,6.5,8.2,0.0,26,10,66,22,10,61
1670260349.620,6.5,8.2,0.0,95,26,66,99,27,60
1670260353.949,6.7,8.2,0.0,99,28,66,99,26,61
1670260354.633,6.7,8.2,0.0,38,14,66,23,10,61
1670260358.954,7.0,8.2,0.0,10,3,65,28,10,59
1670260359.640,6.9,8.2,0.0,17,6,64,28,10,59
1670260363.961,6.5,8.2,0.0,30,10,64,14,5,59
1670260364.647,6.6,8.2,0.0,30,10,65,27,9,59
1670260368.969,6.7,8.2,0.0,8,2,64,30,10,58
1670260369.651,6.6,8.2,0.0,6,3,64,30,10,58
1670260373.979,6.5,8.1,0.0,1,0,63,30,10,58
1670260374.655,6.5,8.1,0.0,66,0,62,0,0,57
1670260378.986,6.4,8.2,0.0,100,28,64,94,23,58
1670260379.667,6.4,8.2,0.0,23,10,65,11,2,59
1670260383.993,6.7,8.2,0.0,25,5,65,50,14,60
1670260384.671,6.7,8.2,0.0,93,23,65,82,21,59
1670260388.997,6.6,8.2,0.0,59,16,65,35,12,60
1670260389.676,6.6,8.2,0.0,65,17,64,87,25,58
1670260394.001,6.5,8.2,0.0,100,23,64,95,23,59
1670260394.685,6.5,8.2,0.0,20,9,65,6,1,59
1670260399.010,6.6,8.2,0.0,16,2,65,34,9,58
1670260399.689,6.6,8.2,0.0,95,24,66,87,23,60
1670260404.014,6.5,8.2,0.0,80,24,64,95,25,59
1670260404.695,6.5,8.2,0.0,51,7,64,24,6,59
1670260409.027,6.5,8.2,0.0,99,26,65,95,22,59
1670260409.699,6.5,8.2,0.0,38,13,66,5,1,60
1670260414.030,6.7,8.2,0.0,69,21,64,46,12,59
1670260414.703,6.7,8.2,0.0,65,17,66,81,20,60
1670260419.034,6.7,8.2,0.0,55,15,65,45,15,60
1670260419.709,6.7,8.2,0.0,67,19,64,81,24,59
1670260424.038,6.5,8.2,0.0,100,24,65,98,24,60
1670260424.720,6.6,8.2,0.0,21,9,66,8,4,60
1670260429.048,6.6,8.2,0.0,18,2,64,31,8,59
1670260429.724,6.6,8.2,0.0,94,24,66,89,23,60
1670260434.058,6.5,8.2,0.0,29,7,65,57,16,60
1670260434.727,6.5,8.2,0.0,63,10,64,24,10,60
1670260439.062,6.5,8.2,0.0,58,16,66,99,27,60
1670260439.736,6.5,8.2,0.0,61,18,65,74,22,59
1670260444.069,6.8,8.2,0.0,100,28,64,23,5,59
1670260444.740,6.8,8.2,0.0,23,10,66,13,6,60
1670260449.074,6.6,8.2,0.0,21,2,65,33,9,60
1670260449.751,6.6,8.2,0.0,95,24,65,94,24,59
1670260454.078,6.5,8.2,0.0,70,22,66,39,13,61
1670260454.757,6.6,8.2,0.0,65,19,64,80,24,59
1670260459.081,6.6,8.2,0.0,99,28,65,100,26,59
1670260459.762,6.6,8.2,0.0,23,10,65,11,5,60
1670260464.088,6.5,8.2,0.0,13,1,66,28,7,60
1670260464.766,6.5,8.2,0.0,99,29,65,61,18,59
1670260469.093,6.5,8.2,0.0,69,18,66,76,20,60
1670260469.773,6.5,8.2,0.0,51,14,64,38,9,59
1670260474.097,6.7,8.2,0.0,100,27,65,94,23,60
1670260474.777,6.7,8.2,0.0,28,11,65,11,1,60
1670260479.101,6.6,8.2,0.0,94,21,64,58,17,59
1670260479.785,6.6,8.2,0.0,40,13,66,69,18,61
1670260484.105,6.5,8.2,0.0,55,18,66,28,11,60
1670260484.795,6.5,8.2,0.0,79,23,65,95,26,59
1670260489.109,6.5,8.2,0.0,99,25,66,93,23,61
1670260489.798,6.5,8.2,0.0,10,1,66,24,6,60
1670260494.112,6.5,8.2,0.0,46,13,65,62,18,59
1670260494.802,6.5,8.2,0.0,89,25,66,62,17,61
1670260499.116,6.5,8.2,0.0,39,13,66,29,11,61
1670260499.806,6.5,8.2,0.0,85,24,65,99,27,59
1670260504.120,6.7,8.2,0.0,35,12,66,95,23,61
1670260504.810,6.7,8.2,0.0,7,3,65,5,1,60
1670260509.132,6.6,8.2,0.0,99,28,65,61,18,60
1670260509.815,6.6,8.2,0.0,82,22,65,92,26,60
1670260514.139,6.5,8.2,0.0,55,16,66,71,21,60
1670260514.819,6.5,8.2,0.0,89,26,65,99,27,59
1670260519.144,6.7,8.2,0.0,40,14,66,24,10,61
1670260519.824,6.7,8.2,0.0,94,19,64,99,27,59
1670260524.150,6.5,8.2,0.0,98,24,65,93,23,60
1670260524.839,6.5,8.2,0.0,12,2,66,27,2,60
1670260529.155,6.5,8.2,0.0,53,14,65,66,19,60
1670260529.843,6.5,8.2,0.0,79,21,67,64,17,61
1670260534.159,6.7,8.2,0.0,40,14,66,31,12,60
1670260534.847,6.7,8.2,0.0,86,25,65,86,25,59
1670260539.163,6.5,8.2,0.0,100,27,65,63,17,61
1670260539.851,6.6,8.2,0.0,100,27,66,81,21,60
1670260544.169,6.5,8.2,0.0,20,9,66,36,10,61
1670260544.855,6.5,8.2,0.0,100,28,65,87,23,60
1670260549.173,6.7,8.2,0.0,44,14,67,53,15,61
1670260549.862,6.6,8.2,0.0,76,15,65,76,23,59
1670260554.180,6.5,8.2,0.0,70,20,65,85,25,60
1670260554.866,6.5,8.2,0.0,65,20,66,36,12,61
1670260559.184,6.5,8.2,0.0,20,9,66,5,2,61
1670260559.870,6.5,8.2,0.0,100,28,65,98,25,60
1670260564.190,6.6,8.2,0.0,96,24,67,93,24,61
1670260564.876,6.7,8.2,0.0,4,0,66,19,2,60
1670260569.195,6.6,8.2,0.0,29,7,66,51,15,60
1670260569.881,6.6,8.2,0.0,95,24,67,87,23,61
1670260574.200,6.5,8.2,0.0,79,23,65,93,26,60
1670260574.884,6.6,8.2,0.0,44,10,65,58,17,59
1670260579.211,6.6,8.2,0.0,76,23,65,92,25,60
1670260579.895,6.6,8.2,0.0,52,15,66,38,13,60
1670260584.216,6.5,8.2,0.0,63,18,66,79,23,61
1670260584.899,6.5,8.2,0.0,68,18,66,97,27,60
1670260589.220,6.5,8.2,0.0,100,27,65,98,24,60
1670260589.905,6.5,8.2,0.0,83,25,65,0,0,59
1670260594.226,6.6,8.2,0.0,100,28,65,99,25,59
1670260594.910,6.6,8.2,0.0,22,10,66,7,3,61
1670260599.230,6.6,8.2,0.0,13,2,66,27,7,61
1670260599.915,6.6,8.2,0.0,96,24,65,93,24,60
1670260604.234,6.5,8.2,0.0,92,24,66,93,23,61
1670260604.921,6.5,8.2,0.0,34,9,66,14,1,61
1670260609.237,6.6,8.2,0.0,53,15,65,95,27,60
1670260609.926,6.6,8.2,0.0,79,20,67,32,12,61
1670260614.242,6.5,8.2,0.0,14,2,66,16,7,60
1670260614.929,6.5,8.2,0.0,30,8,65,100,27,60
1670260619.252,6.5,8.2,0.0,100,26,65,93,22,60
1670260619.933,6.5,8.2,0.0,3,1,66,18,2,61
1670260624.257,6.7,8.2,0.0,25,6,66,43,12,61
1670260624.937,6.7,8.2,0.0,95,24,67,82,21,61
1670260629.261,6.6,8.2,0.0,78,20,67,61,17,61
1670260629.941,6.6,8.2,0.0,42,11,65,60,17,60
1670260634.265,6.5,8.2,0.0,73,21,65,92,26,60
1670260634.946,6.5,8.2,0.0,92,27,67,59,16,60
1670260639.269,6.6,8.2,0.0,53,16,66,27,11,60
1670260639.959,6.6,8.2,0.0,77,23,65,97,26,60
1670260644.273,6.5,8.2,0.0,99,28,66,100,26,61
1670260644.963,6.5,8.2,0.0,23,10,66,16,7,61
1670260649.279,6.5,8.2,0.0,100,28,65,31,8,60
1670260649.967,6.5,8.2,0.0,95,23,67,93,24,61
1670260654.284,6.7,8.2,0.0,5,1,66,75,19,60
1670260654.970,6.7,8.2,0.0,26,6,65,45,12,60
1670260659.292,6.9,8.2,0.0,94,24,66,81,21,60
1670260659.983,6.9,8.2,0.0,21,5,66,59,17,60
1670260664.305,6.5,8.2,0.0,38,10,66,56,16,61
1670260664.992,6.5,8.2,0.0,95,25,65,81,24,60
1670260669.315,6.6,8.2,0.0,73,19,67,68,18,61
1670260669.995,6.6,8.2,0.0,45,12,66,44,12,61
1670260674.319,6.5,8.2,0.0,62,17,65,17,3,59
1670260675.000,6.5,8.2,0.0,92,26,65,40,11,60
1670260679.324,6.5,8.2,0.0,71,18,66,10,4,61
1670260680.007,6.5,8.2,0.0,47,13,65,18,2,60
1670260684.328,6.7,8.2,0.0,98,26,65,93,23,60
1670260685.017,6.7,8.2,0.0,5,2,66,20,4,60
1670260689.334,6.6,8.2,0.0,20,3,66,41,11,61
1670260690.027,6.6,8.2,0.0,93,23,65,93,25,60
1670260694.338,6.6,8.2,0.0,86,22,67,69,18,61
1670260695.032,6.6,8.2,0.0,34,8,66,55,16,60
1670260699.343,6.6,8.2,0.0,52,14,65,73,22,60
1670260700.037,6.6,8.2,0.0,74,19,67,55,16,61
1670260704.346,6.5,8.2,0.0,50,15,67,98,24,61
1670260705.042,6.5,8.2,0.0,74,22,65,97,26,60
1670260709.350,6.5,8.2,0.0,100,27,66,99,25,60
1670260710.046,6.5,8.2,0.0,27,11,66,9,4,60
1670260714.353,6.7,8.2,0.0,7,3,66,18,2,60
1670260715.050,6.7,8.2,0.0,100,27,66,93,22,60
1670260719.357,6.6,8.2,0.0,93,22,66,93,25,60
1670260720.054,6.6,8.2,0.0,9,1,65,32,5,59
1670260724.368,6.5,8.2,0.0,97,24,65,57,17,60
1670260725.059,6.6,8.2,0.0,88,23,66,64,17,60
1670260729.373,6.7,8.2,0.0,24,5,66,51,15,61
1670260730.066,6.6,8.2,0.0,49,13,65,70,21,60
1670260734.377,6.5,8.2,0.0,73,19,67,54,15,61
1670260735.071,6.5,8.2,0.0,50,14,66,64,18,61
1670260739.387,6.5,8.2,0.0,30,8,66,7,1,61
1670260740.075,6.5,8.2,0.0,94,24,65,100,26,60
1670260744.395,6.7,8.2,0.0,81,21,67,27,11,61
1670260745.079,6.7,8.2,0.0,36,9,66,6,3,61
1670260749.399,6.6,8.2,0.0,21,4,65,18,3,60
1670260750.084,6.6,8.2,0.0,94,22,67,95,23,61
1670260754.404,6.5,8.2,0.0,23,10,66,7,1,60
1670260755.090,6.5,8.2,0.0,99,27,65,32,7,60
1670260759.411,6.6,8.2,0.0,98,25,65,63,18,60
1670260760.095,6.6,8.2,0.0,4,1,66,30,8,61
1670260764.414,6.5,8.2,0.0,40,10,65,69,20,60
1670260765.099,6.5,8.2,0.0,88,24,67,54,16,62
1670260769.419,6.5,8.2,0.0,95,26,66,25,6,61
1670260770.106,6.5,8.2,0.0,56,16,65,85,25,60
1670260774.423,6.7,8.2,0.0,93,26,65,99,26,60
1670260775.110,6.7,8.2,0.0,34,12,66,9,4,60
1670260779.427,6.5,8.2,0.0,22,9,66,10,2,61
1670260780.114,6.5,8.2,0.0,100,27,65,98,24,60
1670260784.431,6.6,8.2,0.0,95,23,67,91,24,62
1670260785.117,6.6,8.2,0.0,3,0,66,33,6,61
1670260789.442,6.7,8.2,0.0,35,7,65,64,19,60
1670260790.121,6.7,8.2,0.0,88,23,67,58,16,61
1670260794.446,6.5,8.2,0.0,22,4,66,46,14,61
1670260795.126,6.5,8.2,0.0,49,14,65,79,22,60
1670260799.458,6.5,8.2,0.0,95,25,66,95,27,60
1670260800.130,6.5,8.2,0.0,35,9,66,32,12,61
1670260804.462,6.7,8.2,0.0,66,18,66,68,20,61
1670260805.134,6.7,8.2,0.0,99,27,66,65,18,61
1670260809.467,6.6,8.2,0.0,34,12,66,72,18,61
1670260810.139,6.5,8.2,0.0,91,26,65,51,14,60
1670260814.477,6.6,8.2,0.0,89,26,65,77,21,60
1670260815.144,6.6,8.2,0.0,47,15,66,51,15,60
1670260819.481,6.7,8.2,0.0,45,11,66,25,10,61
1670260820.158,6.6,8.2,0.0,91,24,65,99,27,60
1670260824.485,6.5,8.2,0.0,62,17,67,99,25,62
1670260825.162,6.5,8.2,0.0,58,16,65,14,6,60
1670260829.492,6.4,8.2,0.0,79,24,65,10,1,60
1670260830.166,6.5,8.2,0.0,50,15,67,23,10,61
1670260834.497,6.7,8.2,0.0,33,12,66,8,4,61
1670260835.171,6.6,8.2,0.0,91,26,65,22,3,60
