Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
1671154530.358,76.5,12.4,0.0,97,71,72,0,0,28
1671154560.387,77.5,12.5,0.0,99,58,75,0,0,28
1671154590.416,77.0,12.3,0.0,98,73,73,0,0,28
1671154620.444,77.2,12.3,0.0,98,71,76,0,0,28
1671154650.473,76.4,12.3,0.0,97,63,76,0,0,27
1671154680.501,77.1,12.3,0.0,97,74,76,0,0,28
1671154710.529,77.4,12.3,0.0,99,60,76,0,0,27
1671154740.558,76.8,12.2,0.0,99,62,75,0,0,27
1671154770.586,77.3,12.3,0.0,100,60,75,0,0,27
1671154800.614,76.5,12.2,0.0,98,69,75,0,0,28
1671154830.643,77.8,12.4,0.0,99,60,77,0,0,28
1671154860.672,76.8,12.3,0.0,97,73,76,0,0,28
1671154890.701,56.4,10.7,0.0,99,70,76,0,0,28
1671154920.725,52.1,10.8,0.0,99,59,75,0,0,27
1671154950.753,56.4,12.2,0.0,100,61,75,0,0,27
1671154980.781,77.3,12.5,0.0,7,0,71,0,0,27
1671155010.795,77.1,12.2,0.0,98,71,76,0,0,28
1671155040.824,77.4,12.3,0.0,100,62,77,0,0,28
1671155070.853,76.7,12.2,0.0,97,73,76,0,0,27
1671155100.881,77.4,12.3,0.0,98,69,76,0,0,27
1671155130.910,77.3,12.3,0.0,97,72,75,0,0,27
1671155160.938,77.1,12.3,0.0,98,73,75,0,0,27
1671155190.950,77.8,12.3,0.0,99,59,74,0,0,27
1671155220.955,77.1,12.3,0.0,99,63,76,0,0,28
1671155250.983,77.5,12.3,0.0,100,60,76,0,0,28
1671155281.010,77.0,12.3,0.0,99,59,76,0,0,27
1671155311.039,77.6,12.3,0.0,98,69,75,0,0,27
1671155341.067,77.3,12.3,0.0,100,62,75,0,0,28
1671155371.096,77.3,12.3,0.0,97,73,75,0,0,27
1671155401.108,77.2,14.2,0.0,83,47,66,0,0,28
