Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
1671134750.566,77.4,12.0,0.0,89,57,75,0,0,26
1671134780.586,78.2,12.0,0.0,92,57,75,0,0,26
1671134810.616,77.8,12.5,0.0,7,0,69,0,0,26
1671134840.645,78.1,12.0,0.0,88,61,76,0,0,26
1671134870.674,78.0,12.0,0.0,88,62,75,0,0,26
1671134900.688,77.7,12.0,0.0,91,59,76,0,0,26
1671134930.695,78.2,12.0,0.0,97,69,74,0,0,26
1671134960.708,78.1,12.0,0.0,89,62,75,0,0,26
1671134990.736,78.0,12.0,0.0,88,55,75,0,0,26
1671135020.766,52.1,10.5,0.0,92,63,75,0,0,26
1671135050.795,52.8,11.6,0.0,96,62,75,0,0,26
1671135080.800,74.4,12.0,0.0,90,59,75,0,0,26
1671135110.829,77.7,12.0,0.0,96,68,75,0,0,26
1671135140.857,78.1,12.0,0.0,88,62,75,0,0,26
1671135170.886,77.7,12.0,0.0,92,59,75,0,0,26
1671135200.893,77.2,12.0,0.0,97,69,75,0,0,26
1671135230.922,77.3,12.0,0.0,88,62,75,0,0,26
1671135260.951,77.7,12.0,0.0,91,56,74,0,0,26
1671135290.979,78.1,12.0,0.0,91,63,74,0,0,26
1671135321.007,77.9,12.0,0.0,89,62,75,0,0,26
1671135351.036,77.8,12.0,0.0,88,60,75,0,0,26
1671135381.036,77.8,12.0,0.0,97,68,75,0,0,26
1671135411.058,77.8,12.0,0.0,93,65,74,0,0,26
1671135441.086,78.4,12.0,0.0,91,60,75,0,0,26
1671135471.115,77.6,12.0,0.0,93,65,75,0,0,26
1671135501.144,61.2,10.4,0.0,89,62,74,0,0,26
1671135531.173,52.6,11.3,0.0,86,64,73,0,0,26
1671135561.222,70.4,12.0,0.0,97,69,74,0,0,26
1671135591.250,77.5,12.0,0.0,89,62,74,0,0,26
1671135621.280,77.7,12.0,0.0,92,61,74,0,0,26
1671135651.309,77.6,12.0,0.0,96,68,74,0,0,26
1671135681.337,78.1,12.0,0.0,89,62,74,0,0,26
1671135711.366,77.8,12.0,0.0,90,56,74,0,0,26
1671135741.395,78.0,12.0,0.0,90,56,74,0,0,26
1671135771.425,77.6,12.0,0.0,0,0,71,0,0,26
1671135801.454,77.7,12.0,0.0,88,61,74,0,0,26
1671135831.482,77.8,12.0,0.0,88,60,74,0,0,26
1671135861.511,78.2,12.0,0.0,97,69,74,0,0,26
1671135891.521,77.5,12.0,0.0,92,57,74,0,0,26
1671135921.550,78.1,12.0,0.0,92,64,74,0,0,26
1671135951.579,77.8,12.0,0.0,89,63,74,0,0,26
1671135981.608,77.9,12.0,0.0,89,62,75,0,0,26
1671136011.635,78.2,12.0,0.0,22,15,72,0,0,26
1671136041.664,78.1,12.0,0.0,91,56,74,0,0,26
1671136071.693,77.9,12.0,0.0,88,59,74,0,0,26
1671136101.722,77.8,12.0,0.0,92,65,74,0,0,26
1671136131.727,78.0,12.0,0.0,88,56,74,0,0,26
1671136161.756,77.8,12.0,0.0,89,62,74,0,0,26
1671136191.786,78.1,12.0,0.0,93,66,74,0,0,26
1671136221.814,77.7,12.0,0.0,89,62,74,0,0,26
1671136251.851,77.7,12.0,0.0,1,1,71,0,0,26
1671136281.881,77.8,12.0,0.0,88,62,74,0,0,26
1671136311.910,77.6,12.0,0.0,91,56,74,0,0,26
1671136341.940,77.5,12.0,0.0,95,59,74,0,0,26
1671136371.969,77.5,11.1,0.0,91,63,74,0,0,26
1671136401.984,58.2,12.6,0.0,97,70,75,0,0,26
1671136432.013,63.1,12.5,0.0,89,62,75,0,0,26
1671136462.041,83.3,16.6,0.0,96,68,74,0,0,26
1671136492.070,73.0,10.9,0.0,94,59,75,0,0,26
1671136522.072,85.6,10.9,0.0,90,56,73,0,0,26
1671136552.072,85.5,10.9,0.0,89,62,70,0,0,26
1671136582.101,85.6,10.9,0.0,92,57,69,0,0,26
1671136612.103,85.3,10.9,0.0,91,64,67,0,0,26
1671136642.126,84.9,9.9,0.0,91,65,68,0,0,26
1671136672.155,83.4,9.9,0.0,91,65,68,0,0,26
1671136702.171,83.5,9.9,0.0,96,68,67,0,0,26
1671136732.201,83.1,9.9,0.0,96,62,68,0,0,26
1671136762.203,83.6,9.9,0.0,96,68,67,0,0,26
1671136792.231,83.1,9.9,0.0,88,60,67,0,0,26
1671136822.260,84.0,9.9,0.0,92,57,66,0,0,26
1671136852.289,67.6,9.2,0.0,92,59,67,0,0,26
1671136882.317,76.3,9.9,0.0,91,64,68,0,0,26
1671136912.321,83.4,9.9,0.0,97,70,70,0,0,26
1671136942.350,83.5,9.9,0.0,96,68,70,0,0,26
1671136972.379,84.0,9.9,0.0,90,60,70,0,0,26
1671137002.391,83.5,9.9,0.0,89,62,71,0,0,26
1671137032.420,82.9,9.9,0.0,90,62,71,0,0,26
1671137062.449,84.0,9.9,0.0,89,60,71,0,0,26
1671137092.477,83.1,9.9,0.0,89,59,70,0,0,26
1671137122.507,84.1,9.9,0.0,92,57,70,0,0,26
1671137152.536,83.5,9.9,0.0,88,62,69,0,0,26
1671137182.554,83.6,9.9,0.0,89,62,69,0,0,26
1671137212.583,83.8,9.9,0.0,89,62,69,0,0,26
1671137242.612,63.7,8.4,0.0,93,64,71,0,0,26
1671137272.612,63.6,9.1,0.0,92,65,72,0,0,26
1671137302.641,80.1,9.9,0.0,97,68,72,0,0,26
1671137332.670,84.3,9.9,0.0,89,61,72,0,0,26
1671137362.684,82.6,9.9,0.0,92,58,72,0,0,26
1671137392.713,84.7,9.9,0.0,95,68,72,0,0,26
1671137422.741,84.1,9.9,0.0,94,66,70,0,0,26
1671137452.770,84.6,9.9,0.0,93,66,70,0,0,26
1671137482.773,83.8,9.9,0.0,97,69,69,0,0,26
1671137512.802,84.2,9.9,0.0,91,59,69,0,0,26
1671137542.831,83.8,9.9,0.0,91,62,69,0,0,26
1671137572.833,83.3,9.9,0.0,90,63,70,0,0,26
1671137602.862,83.6,9.9,0.0,91,60,69,0,0,26
1671137632.890,82.0,9.9,0.0,91,59,70,0,0,26
1671137662.919,81.8,9.9,0.0,91,57,69,0,0,26
1671137692.948,82.1,9.8,0.0,88,59,70,0,0,26
1671137722.961,82.1,9.9,0.0,89,62,70,0,0,26
1671137752.990,82.4,9.9,0.0,89,62,71,0,0,26
1671137782.990,82.2,9.9,0.0,89,62,70,0,0,26
1671137813.018,82.0,9.9,0.0,93,66,69,0,0,26
1671137843.048,81.8,9.8,0.0,97,70,69,0,0,26
1671137873.077,74.9,9.8,0.0,90,61,70,0,0,26
1671137903.105,71.5,9.7,0.0,92,59,72,0,0,26
1671137933.106,59.5,9.5,0.0,91,60,73,0,0,26
1671137963.113,65.3,11.0,0.0,97,70,74,0,0,26
1671137993.142,57.9,9.5,0.0,91,61,75,0,0,26
1671138023.170,67.6,11.0,0.0,92,59,75,0,0,26
1671138053.172,75.6,11.0,0.0,97,68,75,0,0,26
1671138083.201,76.6,11.0,0.0,89,63,75,0,0,26
1671138113.228,76.3,11.0,0.0,91,56,75,0,0,26
1671138143.257,76.0,11.0,0.0,88,59,74,0,0,26
1671138173.286,76.3,11.0,0.0,96,68,76,0,0,26
1671138203.296,76.1,11.0,0.0,92,64,75,0,0,26
1671138233.324,76.1,11.0,0.0,89,62,75,0,0,26
1671138263.353,75.7,11.0,0.0,91,57,74,0,0,26
1671138293.383,76.1,11.0,0.0,95,68,75,0,0,26
1671138323.412,76.0,11.0,0.0,90,63,75,0,0,26
1671138353.440,76.0,11.0,0.0,89,56,75,0,0,26
1671138383.469,75.7,11.0,0.0,91,58,75,0,0,26
1671138413.496,75.1,12.5,0.0,0,0,64,0,0,26
Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
1671142481.128,4.4,5.9,0.0,0,0,25,0,0,26
1671142511.158,4.2,6.6,0.0,97,63,39,0,0,26
1671142541.186,4.7,6.6,0.0,95,66,49,0,0,25
1671142571.215,4.6,6.6,0.0,95,67,55,0,0,25
1671142601.244,4.6,6.6,0.0,95,67,59,0,0,25
1671142631.272,4.6,6.6,0.0,96,68,62,0,0,25
1671142661.300,4.7,6.6,0.0,97,68,64,0,0,25
1671142691.329,11.5,7.1,0.0,95,61,66,0,0,25
1671142721.357,73.4,7.2,0.0,97,63,67,0,0,25
1671142751.385,73.5,7.2,0.0,95,64,67,0,0,25
1671142781.414,73.3,7.2,0.0,95,68,68,0,0,25
1671142811.443,44.7,6.5,0.0,96,67,69,0,0,25
1671142841.472,6.7,6.5,0.0,97,64,70,0,0,25
1671142871.500,6.7,6.5,0.0,96,66,70,0,0,25
1671142901.530,5.7,6.5,0.0,98,69,71,0,0,25
1671142931.557,4.6,6.5,0.0,97,63,71,0,0,25
1671142961.585,4.9,6.5,0.0,94,66,68,0,0,25
1671142991.613,4.7,6.5,0.0,96,67,70,0,0,25
1671143021.628,4.6,6.5,0.0,95,62,71,0,0,25
1671143051.657,4.6,6.5,0.0,99,70,71,0,0,25
1671143081.685,4.7,6.5,0.0,95,60,71,0,0,25
1671143111.713,4.6,6.5,0.0,99,69,71,0,0,25
1671143141.741,7.0,6.6,0.0,94,65,71,0,0,25
1671143171.770,76.8,7.6,0.0,94,60,71,0,0,25
1671143201.796,88.1,7.6,0.0,96,68,70,0,0,25
1671143231.826,88.0,7.7,0.0,93,65,70,0,0,25
1671143261.852,88.0,7.7,0.0,94,62,68,0,0,25
1671143291.881,88.0,7.8,0.0,93,65,66,0,0,25
1671143321.910,87.9,7.8,0.0,95,60,66,0,0,25
1671143351.938,88.2,7.9,0.0,93,65,65,0,0,25
1671143381.962,87.5,7.9,0.0,94,66,65,0,0,25
1671143411.991,84.3,7.9,0.0,93,63,64,0,0,25
1671143442.019,84.3,7.9,0.0,95,61,63,0,0,25
1671143472.029,84.1,8.0,0.0,95,61,63,0,0,25
1671143502.056,83.5,8.0,0.0,93,65,64,0,0,25
1671143532.085,82.1,8.0,0.0,93,65,64,0,0,25
1671143562.114,81.5,8.0,0.0,98,70,65,0,0,25
1671143592.142,81.0,8.1,0.0,94,65,66,0,0,25
1671143622.171,85.1,8.1,0.0,95,62,66,0,0,25
1671143652.200,80.3,8.2,0.0,90,63,65,0,0,25
1671143682.200,84.9,9.9,0.0,86,48,58,0,0,25
